#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Mycobacterium tuberculosis	1773	PRJNA312026	312026	Terrabacteria group	Actinomycetota	4.41474	65.6	chromosome:NZ_CP046529.1/CP046529.1	-	1	4149	3938	2019/12/03	2022/01/25	Complete Genome	Universiti Sains Malaysia	SAMN04492771	GCA_001597645.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/597/645/GCF_001597645.2_ASM159764v2	27198011	SIT745/EAI1-MYS
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.1117	69.1	-	LMVZ01	185	4911	4687	2016/04/04	2021/12/07	Contig	Robert Koch Institute	SAMN04229411	GCA_001610545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/545/GCF_001610545.1_ASM161054v1	-	MAH-E-106
Mycobacterium tuberculosis variant bovis	1765	PRJNA287158	287158	Terrabacteria group	Actinomycetota	4.31013	65.6	-	NAZJ01	91	4067	3747	2017/10/25	2022/02/07	Contig	Institut Pasteur de Montevideo	SAMN06627448	GCA_002703895.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/895/GCF_002703895.1_ASM270389v1	-	MbURU-011
Mycobacterium tuberculosis variant bovis	1765	PRJNA287158	287158	Terrabacteria group	Actinomycetota	4.42727	65.5	-	NBAC01	103	4255	3918	2017/10/25	2022/02/04	Contig	Institut Pasteur de Montevideo	SAMN06628110	GCA_002703825.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/825/GCF_002703825.1_ASM270382v1	-	MbURU-007
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.18089	69.1	-	LNBQ01	195	5006	4698	2016/04/04	2021/12/07	Scaffold	Robert Koch Institute	SAMN04226738	GCA_001610105.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/105/GCF_001610105.1_ASM161010v1	-	MAH-P-3449-08
Mycobacterium tuberculosis	1773	PRJNA231221	231221	Terrabacteria group	Actinomycetota	4.41458	65.6	chromosome:NZ_CP054014.1/CP054014.1	-	1	4132	3896	2020/06/04	2022/01/25	Complete Genome	US Food and Drug Administration 	SAMN11056471	GCA_013267655.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/267/655/GCA_013267655.1_ASM1326765v1	-	FDAARGOS_756
Mycobacterium sp. E183	1834129	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.67222	68.4	-	LZJN01	222	5538	5260	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634229	GCA_001667735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/667/735/GCF_001667735.1_ASM166773v1	-	E183
Mycobacterium sp. E1214	1834123	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.35578	69.5	-	LZJC01	174	5149	4886	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634238	GCA_001666755.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/666/755/GCF_001666755.1_ASM166675v1	-	E1214
Mycobacterium tuberculosis	1773	PRJNA555636	555636	Terrabacteria group	Actinomycetota	4.41454	65.6	chromosome:NZ_CP041820.1/CP041820.1	-	1	4138	3920	2020/10/20	2022/06/23	Complete Genome	San Diego State University	SAMN12325248	GCA_014899845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/899/845/GCA_014899845.1_ASM1489984v1	-	4-0073P6C4
Mycobacterium tuberculosis variant bovis	1765	PRJNA214551	214551	Terrabacteria group	Actinomycetota	4.27548	65.6	-	JQEV01	94	4116	3801	2014/09/08	2022/01/30	Contig	South American Mycobacterium bovis WGS	SAMN02902644	GCA_000749665.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/749/665/GCA_000749665.1_ASM74966v1	-	35
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.14776	69.3	-	PSNL01	162	5018	4743	2018/02/14	2022/02/04	Scaffold	Robert Koch Institute	SAMN07829551	GCA_002928225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/225/GCF_002928225.1_ASM292822v1	29343426	MAH-P-9036/04
Mycobacterium tuberculosis variant bovis	1765	PRJNA287158	287158	Terrabacteria group	Actinomycetota	4.27632	65.5	-	NAZR01	125	4107	3784	2017/10/25	2022/02/04	Contig	Institut Pasteur de Montevideo	SAMN06627645	GCA_002704055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/704/055/GCF_002704055.1_ASM270405v1	-	MbURU-018
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.34023	69	-	LMVU01	180	5151	4835	2016/04/04	2021/12/07	Scaffold	Robert Koch Institute	SAMN04229403	GCA_001610285.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/285/GCF_001610285.1_ASM161028v1	-	MAH-E-57-3
Mycobacterium tuberculosis	1773	PRJNA555636	555636	Terrabacteria group	Actinomycetota	4.41388	65.6	chromosome:NZ_CP041859.1/CP041859.1	-	1	4130	3873	2020/10/20	2022/06/23	Complete Genome	San Diego State University	SAMN12325206	GCA_014900695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/900/695/GCA_014900695.1_ASM1490069v1	-	1-0061P6C4
Mycobacterium sp. shizuoka-1	2039281	PRJDB6386	413574	Terrabacteria group	Actinomycetota	6.5336	67.6	-	BEWG01	162	6389	6171	2017/10/06	2022/07/30	Scaffold	National Institute of Infectious Diseases	SAMD00096763	GCA_002723835.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/723/835/GCF_002723835.1_ASM272383v1	-	shizuoka-1
Mycobacterium sp. E802	1834152	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.91373	66.4	-	LZJD01	197	5787	5546	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634237	GCA_001666875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/666/875/GCF_001666875.1_ASM166687v1	-	E802
Mycobacterium tuberculosis	1773	PRJNA395786	395786	Terrabacteria group	Actinomycetota	4.41371	65.6	chromosome:NZ_CP022577.1/CP022577.1	-	1	4131	3894	2018/03/16	2022/01/24	Complete Genome	University of Hong Kong	SAMN07414819	GCA_003006135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/135/GCF_003006135.1_ASM300613v1	29188195	WC078
Mycobacterium tuberculosis variant bovis	1765	PRJNA439018	439018	Terrabacteria group	Actinomycetota	4.27613	65.5	-	PYQG02	111	4117	3814	2018/03/31	2022/07/08	Scaffold	Universidade de Sao Paulo	SAMN08741066	GCA_003027855.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/027/855/GCF_003027855.2_ASM302785v2	-	Mb_wild_L1
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.10568	69.2	-	PECN01	200	4965	4651	2018/01/22	2022/08/19	Scaffold	Robert Koch Institute	SAMN07829377	GCA_002894725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/894/725/GCF_002894725.1_ASM289472v1	-	MAH-P-1620-04
Mycobacterium tuberculosis variant bovis	1765	PRJNA287158	287158	Terrabacteria group	Actinomycetota	4.3304	65.5	-	NBAD01	122	4177	3851	2017/10/25	2022/02/07	Contig	Institut Pasteur de Montevideo	SAMN06628109	GCA_002703785.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/785/GCF_002703785.1_ASM270378v1	-	MbURU-008
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.47295	68.8	-	LNBB01	501	5319	5020	2016/04/04	2021/12/07	Scaffold	Robert Koch Institute	SAMN04229489	GCA_001610435.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/435/GCF_001610435.1_ASM161043v1	-	MAH-P-0913
Mycobacterium tuberculosis	1773	PRJNA395787	395787	Terrabacteria group	Actinomycetota	4.41367	65.6	chromosome:NZ_CP022578.1/CP022578.1	-	1	4129	3890	2018/03/16	2022/02/07	Complete Genome	University of Hong Kong	SAMN07414820	GCA_003006115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/115/GCF_003006115.1_ASM300611v1	29188195	WC059
Mycobacterium sp. E3198	1834143	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.80593	68.8	-	LZIS01	269	5747	5460	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634211	GCA_001667015.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/667/015/GCF_001667015.1_ASM166701v1	-	E3198
Mycobacterium sp. 1245805.9	1856862	PRJNA305922	305922	Terrabacteria group	Actinomycetota	6.09882	68.4	-	LZKR01	228	5999	5672	2016/06/17	2022/07/29	Contig	JCVI	SAMN05202169	GCA_001672915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/915/GCF_001672915.1_ASM167291v1	-	1245805.9
Mycobacterium tuberculosis	1773	PRJNA555636	555636	Terrabacteria group	Actinomycetota	4.41364	65.6	chromosome:NZ_CP041860.1/CP041860.1	-	1	4137	3887	2020/10/20	2022/01/25	Complete Genome	San Diego State University	SAMN12325205	GCA_014900715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/900/715/GCA_014900715.1_ASM1490071v1	-	1-0056P6C4
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.11453	69.2	-	LNBT01	155	4935	4649	2016/04/04	2021/12/07	Scaffold	Robert Koch Institute	SAMN04226741	GCA_001610135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/135/GCF_001610135.1_ASM161013v1	-	MAH-P-7673-04
Mycobacterium tuberculosis variant bovis	1765	PRJEB7273	278029	Terrabacteria group	Actinomycetota	4.25561	65.6	-	CDHE01	118	4077	3788	2015/03/15	2022/01/23	Contig	Bioinformatics company	SAMEA2794687	GCA_001369335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/369/335/GCF_001369335.1_Assembly_of_Mycobacterium_caprae_MB5_genome	-	MB4
Mycobacterium tuberculosis variant bovis	1765	PRJNA287158	287158	Terrabacteria group	Actinomycetota	4.30084	65.6	-	NAZP01	122	4143	3810	2017/10/25	2022/02/04	Contig	Institut Pasteur de Montevideo	SAMN06627641	GCA_002704025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/704/025/GCF_002704025.1_ASM270402v1	-	MbURU-016
Mycobacterium avium subsp. hominissuis	439334	PRJDB502	231331	Terrabacteria group	Actinomycetota	5.39847	68.9	-	BDOI01	354	5179	4967	2017/03/31	2022/01/24	Contig	Meijo University faculty of pharmacy	SAMD00076689	GCA_002089895.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/089/895/GCF_002089895.1_ASM208989v1	28045086	Tone-12S
Mycobacterium tuberculosis	1773	PRJNA555636	555636	Terrabacteria group	Actinomycetota	4.4135	65.6	chromosome:NZ_CP041811.1/CP041811.1	-	1	4131	3886	2020/10/20	2022/01/25	Complete Genome	San Diego State University	SAMN12325257	GCA_014899665.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/899/665/GCA_014899665.1_ASM1489966v1	-	SEA08151P6C4
Mycobacterium sp. 1482292.6	1834081	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.71425	67.8	-	LZKV01	266	5542	5204	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634157	GCA_001672995.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/995/GCF_001672995.1_ASM167299v1	-	1482292.6
Mycobacterium sp. E2327	1834132	PRJNA305922	305922	Terrabacteria group	Actinomycetota	6.22157	68.2	-	LZKE01	258	6117	5760	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634250	GCA_001672675.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/675/GCF_001672675.1_ASM167267v1	-	E2327
Mycobacterium tuberculosis	1773	PRJDB5607	386473	Terrabacteria group	Actinomycetota	4.41336	65.6	chromosome:NZ_AP018036.1/AP018036.1	-	1	4141	3899	2017/05/10	2022/01/24	Complete Genome	Department of International Health, Institute of Tropical Medicine, Nagasaki University	SAMD00076258	GCA_002357975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/975/GCF_002357975.1_ASM235797v1	28684565	HN-506
Mycobacterium avium subsp. hominissuis	439334	PRJDB502	231331	Terrabacteria group	Actinomycetota	5.35424	68.9	-	BDOL01	226	5090	4859	2017/03/31	2022/01/31	Contig	Meijo University faculty of pharmacy	SAMD00076691	GCA_002089955.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/089/955/GCF_002089955.1_ASM208995v1	28045086	Tone-16
Mycobacterium tuberculosis variant bovis	1765	PRJNA287158	287158	Terrabacteria group	Actinomycetota	4.3014	65.5	-	NAZO01	141	4156	3825	2017/10/25	2022/02/07	Contig	Institut Pasteur de Montevideo	SAMN06627640	GCA_002723535.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/723/535/GCF_002723535.1_ASM272353v1	-	MbURU-015
Mycobacterium tuberculosis variant bovis	1765	PRJNA287158	287158	Terrabacteria group	Actinomycetota	4.29437	65.5	-	NAZM01	137	4145	3808	2017/10/25	2022/02/04	Contig	Institut Pasteur de Montevideo	SAMN06627497	GCA_002723545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/723/545/GCF_002723545.1_ASM272354v1	-	MbURU-013
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.69713	68.8	-	LNBP01	241	5606	5194	2016/04/04	2021/12/07	Scaffold	Robert Koch Institute	SAMN04226733	GCA_001610055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/055/GCF_001610055.1_ASM161005v1	-	MAH-P-2014-08
Mycobacterium tuberculosis	1773	PRJNA555636	555636	Terrabacteria group	Actinomycetota	4.41324	65.6	chromosome:NZ_CP041851.1/CP041851.1	-	1	4140	3881	2020/10/20	2022/06/23	Complete Genome	San Diego State University	SAMN12325216	GCA_014900495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/900/495/GCA_014900495.1_ASM1490049v1	-	1-0112P6C4
Mycobacterium sp. E1319	1834124	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.35952	69.6	-	LZJL01	185	5153	4887	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634231	GCA_001667745.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/667/745/GCF_001667745.1_ASM166774v1	-	E1319
Mycobacterium sp. E188	1834130	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.68111	68.4	-	LZIY01	277	5572	5277	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634241	GCA_001666935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/666/935/GCF_001666935.1_ASM166693v1	-	E188
Mycobacterium tuberculosis	1773	PRJNA369711	369711	Terrabacteria group	Actinomycetota	4.41321	65.6	chromosome:NZ_CP019611.1/CP019611.1	-	1	4138	3911	2018/07/03	2022/01/24	Complete Genome	The Hong Kong Polytechnic University	SAMN06292590	GCA_003287145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/145/GCF_003287145.1_ASM328714v1	-	H83
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.07889	69.2	-	LNBN01	178	4919	4607	2016/04/04	2021/12/07	Scaffold	Robert Koch Institute	SAMN04226729	GCA_001610065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/065/GCF_001610065.1_ASM161006v1	-	MAH-P-709-08
Mycobacterium tuberculosis variant bovis	1765	PRJNA342251	342251	Terrabacteria group	Actinomycetota	4.24528	65.6	-	MINA01	159	4072	3760	2016/09/15	2022/01/23	Contig	Réseau français de Santé Animale	SAMN05725038	GCA_001726085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/726/085/GCF_001726085.1_ASM172608v1	-	D-10-02315
Mycobacterium tuberculosis variant bovis	1765	PRJEB7270	276993	Terrabacteria group	Actinomycetota	4.27521	65.6	-	CDHF01	49	4107	3798	2015/03/03	2022/01/30	Scaffold	Bioinformatics company	SAMEA2794672	GCA_000947875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/947/875/GCA_000947875.1_Genome_assembly_of_Mycobacterium_bovis_MB1	-	MB1
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.56226	68.9	-	PSNM01	201	5413	5075	2018/02/14	2022/02/04	Scaffold	Robert Koch Institute	SAMN07829560	GCA_002928255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/255/GCF_002928255.1_ASM292825v1	29343426	MAH-P-4557/08
Mycobacterium tuberculosis	1773	PRJNA820632	820632	Terrabacteria group	Actinomycetota	4.41308	65.6	chromosome:NZ_CP095020.1/CP095020.1	-	1	4140	3887	2022/04/11	2022/04/14	Complete Genome	Institute of Dermatology, Chinese Academy of Medical Sciences and Peking Union Medical College	SAMN27028218	GCA_022871085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/871/085/GCA_022871085.1_ASM2287108v1	-	SGF0232017
Mycobacterium sp. SP-6446	1834162	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.22361	67.1	-	MBEM01	276	5088	4851	2017/01/18	2022/08/02	Contig	JCVI	SAMN04634274	GCA_001954045.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/954/045/GCF_001954045.1_ASM195404v1	-	SP-6446
Mycobacterium sp. E1747	1834128	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.69414	67.4	-	LZJI01	253	5586	5214	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634233	GCA_001667775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/667/775/GCF_001667775.1_ASM166777v1	-	E1747
Mycobacterium tuberculosis	1773	PRJNA555636	555636	Terrabacteria group	Actinomycetota	4.41284	65.6	chromosome:NZ_CP041792.1/CP041792.1	-	1	4128	3893	2020/10/20	2022/06/23	Complete Genome	San Diego State University	SAMN12325276	GCA_014899265.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/899/265/GCA_014899265.1_ASM1489926v1	-	SEA15230P6C4
Mycobacterium tuberculosis variant bovis	1765	PRJEB37177	614440	Terrabacteria group	Actinomycetota	4.20695	65.5	-	CAJEUR01	91	4053	3732	2020/08/03	2022/02/04	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA6617086	GCA_903992725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/725/GCA_903992725.1_Q1135	-	CSURQ1135
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.14557	69.2	-	LMVW01	207	4946	4714	2016/04/04	2021/12/07	Contig	Robert Koch Institute	SAMN04229408	GCA_001610355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/355/GCF_001610355.1_ASM161035v1	-	MAH-E-96-2
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.27194	69	-	LNAJ01	205	5037	4789	2016/04/04	2021/12/07	Contig	Robert Koch Institute	SAMN04229415	GCA_001610565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/565/GCF_001610565.1_ASM161056v1	-	MAH-E-149-2
Mycobacterium tuberculosis variant bovis	1765	PRJEB34811	577087	Terrabacteria group	Actinomycetota	4.35734	65.2	-	CABWNI01	167	4242	3907	2019/10/21	2022/06/22	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA6062882	GCA_902506725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/506/725/GCA_902506725.1_P9980	-	Marseille-P9980
Mycobacterium tuberculosis	1773	PRJNA555636	555636	Terrabacteria group	Actinomycetota	4.41259	65.6	chromosome:NZ_CP041869.1/CP041869.1	-	1	4141	3888	2020/10/20	2022/01/25	Complete Genome	San Diego State University	SAMN12325196	GCA_014900965.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/900/965/GCA_014900965.1_ASM1490096v1	-	1-0028P6C4
Mycobacterium sp. E3339	1834146	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.30728	68.8	-	LZIZ01	258	5211	4898	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634240	GCA_001666915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/666/915/GCF_001666915.1_ASM166691v1	-	E3339
Mycobacterium sp. E342	1834147	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.84255	68	-	LZJM01	340	5707	5389	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634230	GCA_001667665.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/667/665/GCF_001667665.1_ASM166766v1	-	E342
Mycobacterium tuberculosis	1773	PRJEB49093	812845	Terrabacteria group	Actinomycetota	4.41216	65.6	chromosome 1:NZ_OW052570.1/OW052570.1	-	1	4112	3880	2022/03/06	2022/03/25	Complete Genome	EMBL-EBI	SAMEA13188715	GCA_932530395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/932/530/395/GCA_932530395.1_mada_104	-	Lineage 1.1.2
Mycobacterium tuberculosis variant bovis	1765	PRJEB34941	578472	Terrabacteria group	Actinomycetota	4.2802	65.5	-	CABWXY01	130	4121	3781	2019/10/24	2022/06/22	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA6099651	GCA_902509475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/475/GCA_902509475.1_Q0209	-	Marseille-Q0209
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.34901	69	-	LMVR01	243	5183	4885	2016/04/04	2021/12/07	Contig	Robert Koch Institute	SAMN04229400	GCA_001610235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/235/GCF_001610235.1_ASM161023v1	-	MAH-E-88-1
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.28335	69.1	-	LNBJ01	219	5132	4733	2016/04/04	2022/01/06	Scaffold	Robert Koch Institute	SAMN04226724	GCA_001609975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/975/GCF_001609975.1_ASM160997v1	-	MAH-E-2514
Mycobacterium tuberculosis variant bovis	1765	PRJNA362881	362881	Terrabacteria group	Actinomycetota	4.29445	65.6	-	MTZQ01	191	4148	3812	2017/03/14	2022/01/31	Contig	Réseau français de Santé Animale	SAMN06250728	GCA_002026395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/395/GCF_002026395.1_ASM202639v1	-	D11-01601
Mycobacterium tuberculosis	1773	PRJNA291131	291131	Terrabacteria group	Actinomycetota	4.41183	65.6	chromosome:NZ_CP012506.2/CP012506.2	-	1	4135	3889	2015/08/31	2022/01/23	Complete Genome	Scientific Center for Anti-infectious Drugs (SCAID)	SAMN03921880	GCA_001275565.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/275/565/GCF_001275565.2_ASM127556v2	26543112	SCAID 187.0
Mycobacterium sp. E2497	1834135	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.65662	68.3	-	LZKD01	305	5592	5263	2016/06/17	2022/07/29	Contig	JCVI	SAMN04634251	GCA_001668695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/668/695/GCF_001668695.1_ASM166869v1	-	E2497
Mycobacterium tuberculosis	1773	PRJNA422870	422870	Terrabacteria group	Actinomycetota	4.4116	65.6	chromosome:NZ_CP025601.1/CP025601.1	-	1	4147	3921	2018/01/17	2022/02/07	Complete Genome	Duke University	SAMN08199305	GCA_002886335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/886/335/GCF_002886335.1_ASM288633v1	-	GG-90-10
Mycobacterium tuberculosis variant bovis	1765	PRJEB34810	577086	Terrabacteria group	Actinomycetota	4.27293	65.5	-	CABWNK01	157	4154	3791	2019/10/21	2022/01/18	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA6062798	GCA_902506665.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/506/665/GCA_902506665.1_P9979	-	Marseille-P9979
Mycobacterium avium subsp. hominissuis	439334	PRJNA299461	299461	Terrabacteria group	Actinomycetota	5.5136	69	-	LNBR01	222	5362	4980	2016/04/04	2021/12/07	Scaffold	Robert Koch Institute	SAMN04226739	GCA_001610095.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/095/GCF_001610095.1_ASM161009v1	-	MAH-P-4023-08
Mycobacterium avium subsp. hominissuis	439334	PRJDB502	231331	Terrabacteria group	Actinomycetota	5.08974	69.1	-	BDNO01	272	4930	4711	2017/03/31	2022/01/30	Contig	Meijo University faculty of pharmacy	SAMD00076666	GCA_002089495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/089/495/GCF_002089495.1_ASM208949v1	28045086	IH-687
Mycobacterium tuberculosis variant bovis	1765	PRJEB37177	614440	Terrabacteria group	Actinomycetota	4.28989	65.5	-	CAJEUO01	159	4145	3808	2020/08/03	2022/01/18	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA6617089	GCA_903992685.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/685/GCA_903992685.1_Q1139	-	CSURQ1139
